timestamp,entity_id,volume,frequency
2026-09-04T15:12:28.139214,sensor/Current frequency,0.056855,2005.146
2026-09-04T15:12:28.184558,sensor/Current frequency,0.05445,2005.316
2026-09-04T15:12:28.238594,sensor/Current frequency,0.052158,2010.29
2026-09-04T15:12:28.287552,sensor/Current frequency,0.050987,526.5512
2026-09-04T15:12:28.342833,sensor/Current frequency,0.0,511.6205
2026-09-04T15:12:28.391340,sensor/Current frequency,0.0,274.0687
2026-09-04T15:12:28.443981,sensor/Current frequency,0.0,189.7648
2026-09-04T15:12:28.498771,sensor/Current frequency,0.0,290.8941
2026-09-04T15:12:28.551656,sensor/Current frequency,0.004941,478.8048
2026-09-04T15:12:28.604946,sensor/Current frequency,0.009354,659.2797
2026-09-04T15:12:28.658969,sensor/Current frequency,0.011257,1085.534
2026-09-04T15:12:28.716803,sensor/Current frequency,0.012033,193.9826
2026-09-04T15:12:28.764895,sensor/Current frequency,0.01278,1295.703
2026-09-04T15:12:28.821936,sensor/Current frequency,0.013055,283.7318
2026-09-04T15:12:28.881565,sensor/Current frequency,0.0,500.304
2026-09-04T15:12:28.927018,sensor/Current frequency,0.0,206.9613
2026-09-04T15:12:28.987269,sensor/Current frequency,0.0,90.26624
2026-09-04T15:12:29.038474,sensor/Current frequency,0.0,232.036
2026-09-04T15:12:29.091428,sensor/Current frequency,0.0,216.6682
2026-09-04T15:12:29.138498,sensor/Current frequency,0.0,1420.398
2026-09-04T15:12:29.201207,sensor/Current frequency,0.0,232.1386
2026-09-04T15:12:29.251228,sensor/Current frequency,0.0,248.4506
2026-09-04T15:12:29.303154,sensor/Current frequency,0.0,329.6801
2026-09-04T15:12:29.361473,sensor/Current frequency,0.0,88.78736
2026-09-04T15:12:29.407460,sensor/Current frequency,0.0,1788.148
2026-09-04T15:12:29.461581,sensor/Current frequency,0.0,463.4458
2026-09-04T15:12:29.507131,sensor/Current frequency,0.0,2027.635
2026-09-04T15:12:29.569543,sensor/Current frequency,0.0,143.2882
2026-09-04T15:12:29.615409,sensor/Current frequency,0.0,676.0718
2026-09-04T15:12:29.673338,sensor/Current frequency,0.0,248.2995
2026-09-04T15:12:29.720376,sensor/Current frequency,0.0,348.5435
2026-09-04T15:12:29.775822,sensor/Current frequency,0.0,193.3449
2026-09-04T15:12:29.827419,sensor/Current frequency,0.0,1431.221
2026-09-04T15:12:29.881008,sensor/Current frequency,0.0,148.1183
2026-09-04T15:12:29.933597,sensor/Current frequency,0.0,166.0247
2026-09-04T15:12:29.988345,sensor/Current frequency,0.0,371.2953
2026-09-04T15:12:30.048598,sensor/Current frequency,0.0,219.9743
2026-09-04T15:12:30.093858,sensor/Current frequency,0.0,212.1977
2026-09-04T15:12:30.153310,sensor/Current frequency,0.0,254.0679
2026-09-04T15:12:30.204702,sensor/Current frequency,0.0,1434.21
2026-09-04T15:12:30.259952,sensor/Current frequency,0.0,406.9865
2026-09-04T15:12:30.307117,sensor/Current frequency,0.0,993.6625
2026-09-04T15:12:30.360245,sensor/Current frequency,0.0,85.57003
2026-09-04T15:12:30.421103,sensor/Current frequency,0.0,1119.27
2026-09-04T15:12:30.468392,sensor/Current frequency,0.0,101.1393
2026-09-04T15:12:30.528636,sensor/Current frequency,0.0,746.5204
2026-09-04T15:12:30.587775,sensor/Current frequency,0.0,176.7858
2026-09-04T15:12:30.629158,sensor/Current frequency,0.0,244.2766
2026-09-04T15:12:30.689672,sensor/Current frequency,0.0,114.147
2026-09-04T15:12:30.736800,sensor/Current frequency,0.0,218.8626
2026-09-04T15:12:30.796781,sensor/Current frequency,0.0,565.5653
2026-09-04T15:12:30.842994,sensor/Current frequency,0.0,436.3093
2026-09-04T15:12:30.900468,sensor/Current frequency,0.0,178.7507
2026-09-04T15:12:30.951654,sensor/Current frequency,0.0,115.1766
2026-09-04T15:12:31.003110,sensor/Current frequency,0.0,203.9811
2026-09-04T15:12:31.053764,sensor/Current frequency,0.0,95.77676
2026-09-04T15:12:31.111543,sensor/Current frequency,0.0,1506.149
2026-09-04T15:12:31.158919,sensor/Current frequency,0.0,1510.611
2026-09-04T15:12:31.215652,sensor/Current frequency,0.0,190.3275
2026-09-04T15:12:31.275373,sensor/Current frequency,0.0,306.8963
2026-09-04T15:12:31.318969,sensor/Current frequency,0.005241,751.496
2026-09-04T15:12:31.376353,sensor/Current frequency,0.008151,241.1705
2026-09-04T15:12:31.432531,sensor/Current frequency,0.0,439.3441
2026-09-04T15:12:31.483996,sensor/Current frequency,0.0,179.3457
2026-09-04T15:12:31.535339,sensor/Current frequency,0.0,219.9692
2026-09-04T15:12:31.584452,sensor/Current frequency,0.0,265.0448
2026-09-04T15:12:31.636996,sensor/Current frequency,0.0,271.9183
2026-09-04T15:12:31.777911,sensor/Current frequency,0.0,1357.622
2026-09-04T15:12:31.778591,sensor/Current frequency,0.0,256.2121
2026-09-04T15:12:31.817229,sensor/Current frequency,0.0,202.8895
2026-09-04T15:12:31.865067,sensor/Current frequency,0.0,1463.812
2026-09-04T15:12:31.923210,sensor/Current frequency,0.007308,644.1183
2026-09-04T15:12:31.972436,sensor/Current frequency,0.008491,609.8677
2026-09-04T15:12:32.026817,sensor/Current frequency,0.011024,1536.009
2026-09-04T15:12:32.076929,sensor/Current frequency,0.011955,1527.267
2026-09-04T15:12:32.129457,sensor/Current frequency,0.012827,185.6725
2026-09-04T15:12:32.184014,sensor/Current frequency,0.0,1740.254
2026-09-04T15:12:32.236405,sensor/Current frequency,0.0,468.7296
2026-09-04T15:12:32.294770,sensor/Current frequency,0.0,1404.629
2026-09-04T15:12:32.343868,sensor/Current frequency,0.0,197.8938
2026-09-04T15:12:32.401196,sensor/Current frequency,0.0,1492.855
2026-09-04T15:12:32.450542,sensor/Current frequency,0.0,1053.542
2026-09-04T15:12:32.508051,sensor/Current frequency,0.0,410.0332
2026-09-04T15:12:32.606962,sensor/Current frequency,0.0,76.55383
2026-09-04T15:12:32.607240,sensor/Current frequency,0.0,379.6602
2026-09-04T15:12:32.671274,sensor/Current frequency,0.0,434.943
2026-09-04T15:12:32.712639,sensor/Current frequency,0.0,220.207
2026-09-04T15:12:32.775776,sensor/Current frequency,0.0,382.5396
2026-09-04T15:12:32.824342,sensor/Current frequency,0.0,446.6931
2026-09-04T15:12:32.880261,sensor/Current frequency,0.0,224.0692
2026-09-04T15:12:32.928955,sensor/Current frequency,0.0,631.4294
2026-09-04T15:12:32.982850,sensor/Current frequency,0.0,1281.937
2026-09-04T15:12:33.031622,sensor/Current frequency,0.0,322.0015
2026-09-04T15:12:33.119260,sensor/Current frequency,0.0,111.3729
2026-09-04T15:12:33.164414,sensor/Current frequency,0.0,156.0573
2026-09-04T15:12:33.197725,sensor/Current frequency,0.0,74.49107
2026-09-04T15:12:33.303823,sensor/Current frequency,0.0,221.236
2026-09-04T15:12:33.304022,sensor/Current frequency,0.0,73.16229
2026-09-04T15:12:33.356316,sensor/Current frequency,0.0,95.42665
2026-09-04T15:12:33.401031,sensor/Current frequency,0.0,1495.393
2026-09-04T15:12:33.459149,sensor/Current frequency,0.0,263.9811
2026-09-04T15:12:33.504981,sensor/Current frequency,0.0,532.7965
2026-09-04T15:12:33.560308,sensor/Current frequency,0.0,285.9609
2026-09-04T15:12:33.613645,sensor/Current frequency,0.0,741.1732
2026-09-04T15:12:33.663070,sensor/Current frequency,0.0,796.8383
2026-09-04T15:12:33.717052,sensor/Current frequency,0.0,529.1241
2026-09-04T15:12:33.772661,sensor/Current frequency,0.0,134.5034
2026-09-04T15:12:33.822025,sensor/Current frequency,0.0,76.89463
2026-09-04T15:12:33.876066,sensor/Current frequency,0.0,85.46911
2026-09-04T15:12:33.936553,sensor/Current frequency,0.0,72.41476
2026-09-04T15:12:33.980598,sensor/Current frequency,0.0,678.8693
2026-09-04T15:12:34.040768,sensor/Current frequency,0.0,229.4192
2026-09-04T15:12:34.090298,sensor/Current frequency,0.0,1316.954
2026-09-04T15:12:34.143672,sensor/Current frequency,0.0,70.29077
2026-09-04T15:12:34.194616,sensor/Current frequency,0.0,77.66257
2026-09-04T15:12:34.249802,sensor/Current frequency,0.0,82.28801
2026-09-04T15:12:34.309523,sensor/Current frequency,0.0,832.3013
2026-09-04T15:12:34.375533,sensor/Current frequency,0.0,545.4041
2026-09-04T15:12:34.421282,sensor/Current frequency,0.0,1494.463
2026-09-04T15:12:34.476606,sensor/Current frequency,0.0,61.33646
2026-09-04T15:12:34.524487,sensor/Current frequency,0.0,363.6124
2026-09-04T15:12:34.568000,sensor/Current frequency,0.0,240.7895
2026-09-04T15:12:34.626374,sensor/Current frequency,0.0,216.3202
2026-09-04T15:12:34.681269,sensor/Current frequency,0.0,323.6934
2026-09-04T15:12:34.725857,sensor/Current frequency,0.0,213.7763
2026-09-04T15:12:34.790349,sensor/Current frequency,0.0,249.0256
2026-09-04T15:12:34.834312,sensor/Current frequency,0.0,347.0512
2026-09-04T15:12:34.891534,sensor/Current frequency,0.0,70.73527
2026-09-04T15:12:34.943227,sensor/Current frequency,0.0,554.3127
2026-09-04T15:12:34.994403,sensor/Current frequency,0.0,94.82052
2026-09-04T15:12:35.045997,sensor/Current frequency,0.0,245.8513
2026-09-04T15:12:35.100431,sensor/Current frequency,0.0,560.8138
2026-09-04T15:12:35.153777,sensor/Current frequency,0.0,167.8684
2026-09-04T15:12:35.207595,sensor/Current frequency,0.0,185.0848
2026-09-04T15:12:35.265578,sensor/Current frequency,0.0,219.6339
2026-09-04T15:12:35.315834,sensor/Current frequency,0.0,325.3152
2026-09-04T15:12:35.373248,sensor/Current frequency,0.0,474.3519
2026-09-04T15:12:35.433183,sensor/Current frequency,0.0,1424.994
2026-09-04T15:12:35.483940,sensor/Current frequency,0.0,305.3846
2026-09-04T15:12:35.541981,sensor/Current frequency,0.0,76.73466
2026-09-04T15:12:35.588276,sensor/Current frequency,0.005794,1612.406
2026-09-04T15:12:35.643972,sensor/Current frequency,0.008835,1576.521
2026-09-04T15:12:35.704937,sensor/Current frequency,0.011526,450.5834
2026-09-04T15:12:35.745035,sensor/Current frequency,0.012397,535.9039
2026-09-04T15:12:35.806162,sensor/Current frequency,0.013981,255.4196
2026-09-04T15:12:35.852025,sensor/Current frequency,0.0,316.0604
2026-09-04T15:12:35.912260,sensor/Current frequency,0.0,284.5908
2026-09-04T15:12:35.965744,sensor/Current frequency,0.0,166.501
2026-09-04T15:12:36.014919,sensor/Current frequency,0.0,1440.242
2026-09-04T15:12:36.069600,sensor/Current frequency,0.0,212.7339
2026-09-04T15:12:36.117731,sensor/Current frequency,0.0,1465.25
2026-09-04T15:12:36.172148,sensor/Current frequency,0.008277,1214.061
2026-09-04T15:12:36.225600,sensor/Current frequency,0.011146,1683.796
2026-09-04T15:12:36.286857,sensor/Current frequency,0.011806,1282.657
2026-09-04T15:12:36.328850,sensor/Current frequency,0.0,1599.607
2026-09-04T15:12:36.396300,sensor/Current frequency,0.0,176.5398
2026-09-04T15:12:36.438550,sensor/Current frequency,0.0,70.50299
